Téléchargé sur lestransactions.fr sous Licence CC-BY-NC-SA
ISIN;Société;Déclarant;Date;Nature;Instrument;Prix;Volume;Total;Total en part de la capitalisation (x%);Monnaie;pdf
FR0010313486;PRODWARE;STEPHANE CONRARD , ADMINISTRATEUR;2016-08-16;Acquisition;Action;6.498409163219853;6286;40849;0.07707358490566038;Euros;http://www.amf-france.org/technique/multimedia?docId=951c78c7-6178-4cbe-b484-4553653344bf&famille=BDIF&bdifId=535364DD7102_2017DD463535
FR0010879056;DEINOVE;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-23;Cession;Action;2.12;18039;38242;0.20127726315789474;Euros;http://www.amf-france.org/technique/multimedia?docId=18670f52-caab-41bf-a063-770e29b43508&famille=BDIF&bdifId=325364DD7102_2017DD463523
FR0010907956;CARMAT;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-23;Cession;Action;29.6508;226;6701;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=e876764e-32e0-42d2-af40-19e5a660c10e&famille=BDIF&bdifId=025364DD7102_2017DD463520
FR0011191287;PHARNEXT;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-23;Cession;Action;9.4877;3300;31309;0.03194837755102041;Euros;http://www.amf-france.org/technique/multimedia?docId=ec14b6bf-c7ce-4fa6-8060-2d7f724a1f6f&famille=BDIF&bdifId=915364DD7102_2017DD463519
FR0012333284;ABIVAX;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-23;Cession;Action;6.0595;9159;55498;0.10882149117647058;Euros;http://www.amf-france.org/technique/multimedia?docId=9bbfb1ff-db74-4b27-8958-7aa5c552b4db&famille=BDIF&bdifId=815364DD7102_2017DD463518
FR0004034072;XILAM ANIMATION;MARC DU PONTAVICE, Président Directeur Général;2017-01-20;Cession;Action;11.0781;1792;19851;0.04726655999999999;Euros;http://www.amf-france.org/technique/multimedia?docId=15029e73-a3d4-4054-88d8-65fb7a444e4c&famille=BDIF&bdifId=354364DD7102_2017DD463453
FR0010285965;1000MERCIS;Thibaut Munier, Directeur général délégué;2017-01-17;Cession;Action;44.0;30000;1320000;0.9428571428571428;Euros;http://www.amf-france.org/technique/multimedia?docId=f56a7610-a7d1-41f5-a961-ddf3c1ecb3f3&famille=BDIF&bdifId=154364DD7102_2017DD463451
FR0010285965;1000MERCIS;Yseulys Costes, Président directeur général;2017-01-17;Cession;Action;44.0;30000;1320000;0.9428571428571428;Euros;http://www.amf-france.org/technique/multimedia?docId=b31bd864-40a8-40b9-98cb-f767b195dcdf&famille=BDIF&bdifId=054364DD7102_2017DD463450
FR0000072621;AUSY;Fabrice DUPONT, Administrateur et secrétaire général;2017-01-25;Cession;Action;55.0;1;55;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=57f786af-6166-4481-b620-b551de013020&famille=BDIF&bdifId=307364DD7102_2017DD463703
FR0000072621;AUSY;Gérald FILLON, Haut responsable;2017-01-25;Cession;Action;55.0;41057;2258135;0.7895576923076923;Euros;http://www.amf-france.org/technique/multimedia?docId=b5f9a532-09fc-4372-a1ed-871a257887cb&famille=BDIF&bdifId=207364DD7102_2017DD463702
FR0000072621;AUSY;Philippe MORSILLO, Directeur général;2017-01-25;Cession;Action;55.0;59294;3261170;1.1402692307692308;Euros;http://www.amf-france.org/technique/multimedia?docId=da8ed09a-eb49-45b6-916b-17239023a56c&famille=BDIF&bdifId=107364DD7102_2017DD463701
FR0000072621;AUSY;Fabienne SZWARCENBERG, Administrateur;2017-01-05;Cession;Action;54.91;3450;189439;0.06623758741258741;Euros;http://www.amf-france.org/technique/multimedia?docId=06f78946-2a7a-4f8c-ae93-7143c9a4177c&famille=BDIF&bdifId=596364DD7102_2017DD463695
FR0000072621;AUSY;Fabienne SZWARCENBERG, Administrateur;2017-01-05;Exercice;Options de souscription;19.92;3450;68724;0.02402937062937063;Euros;http://www.amf-france.org/technique/multimedia?docId=5eb57144-cf32-43fc-bb51-c52c64deeb40&famille=BDIF&bdifId=396364DD7102_2017DD463693
FR0000072621;AUSY;VNFF Société de droit belge personne morale liée à Jean-Marie Magnet, Président;2017-01-25;Cession;Action;55.0;1083885;59613675;20.84394230769231;Euros;http://www.amf-france.org/technique/multimedia?docId=5e8c6ce4-a8f2-4c44-93a0-47762a1f94c1&famille=BDIF&bdifId=296364DD7102_2017DD463692
FR0010425595;CELLECTIS;Pierre Bastid, Administrateur;2017-01-19;Cession;Action;17.08;3298944;56345963;8.859428226415094;Euros;http://www.amf-france.org/technique/multimedia?docId=8770bd1b-552b-46aa-adae-dcc07a2ec084&famille=BDIF&bdifId=196364DD7102_2017DD463691
FR0000035818;ESKER;emmanuel olivier, Membre du Directoire;2017-01-23;Cession;Action;49.99;624;31193;0.012578129032258065;Euros;http://www.amf-france.org/technique/multimedia?docId=4106f33d-ae32-4eeb-9f7b-6c9d99122512&famille=BDIF&bdifId=066364DD7102_2017DD463660
FR0012333284;ABIVAX;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-24;Cession;Action;6.0151;5008;30123;0.0590659231372549;Euros;http://www.amf-france.org/technique/multimedia?docId=09553513-9528-4974-875a-e0625acbdcd8&famille=BDIF&bdifId=856364DD7102_2017DD463658
FR0010907956;CARMAT;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-24;Cession;Action;29.457;245;7216;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=9b136245-055c-440b-ad88-a8a672ce653f&famille=BDIF&bdifId=756364DD7102_2017DD463657
FR0011191287;PHARNEXT;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-24;Cession;Action;9.3124;2200;20487;0.02090538775510204;Euros;http://www.amf-france.org/technique/multimedia?docId=0d6e7266-dec1-414f-a0c8-3ad42c600308&famille=BDIF&bdifId=656364DD7102_2017DD463656
FR0010879056;DEINOVE;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-24;Cession;Action;2.1022;20309;42693;0.22470305157894735;Euros;http://www.amf-france.org/technique/multimedia?docId=8adee4aa-b2af-4171-b8d4-7888e0931c5b&famille=BDIF&bdifId=556364DD7102_2017DD463655
FR0004034593;FASHION BEL AIR;Eric SITRUK, PRESIDENT;2017-01-25;Acquisition;Action;0.87;20000;17400;0.145;Euros;http://www.amf-france.org/technique/multimedia?docId=b696efe3-72d9-45da-9654-3c56d39897a8&famille=BDIF&bdifId=056364DD7102_2017DD463650
FR0010340141;AEROPORTS DE PARIS;Franck MEREYDE, Directeur de l'aéroport de Paris ORLY;2017-01-24;Cession;Action;104.5;113;11808;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=1e84f53c-ebb7-4637-9afd-47052023caa6&famille=BDIF&bdifId=946364DD7102_2017DD463649
FR0013053535;MILIBOO;Aline BUSCEMI LACHENAL, administrateur;2017-01-23;Cession;Action;2.75;2000;5500;0.04230769230769231;Euros;http://www.amf-france.org/technique/multimedia?docId=8af002f8-5420-4fac-8b0b-ce5d801c4118&famille=BDIF&bdifId=385364DD7102_2017DD463583
FR0012435121;ELIS;Ascent Capital SAS personne morale liée à Marc Frappier, Vice-Président du Conseil de Surveillance;2017-01-24;Acquisition;Droits préférentiel de souscription;1.1114;189752;210890;0.01088747407330924;Euros;http://www.amf-france.org/technique/multimedia?docId=38f403ac-b456-4eee-8faa-75fb8eb1e626&famille=BDIF&bdifId=185364DD7102_2017DD463581
FR0012435121;ELIS;Ascent Capital SAS personne morale liée à Marc Frappier, Vice-Président du Conseil de Surveillance;2016-01-23;Acquisition;Droits préférentiel de souscription;0.9969;250248;249472;0.012879309819308208;Euros;http://www.amf-france.org/technique/multimedia?docId=2f055be7-08ce-4a86-b926-8730b4151a0f&famille=BDIF&bdifId=085364DD7102_2017DD463580
FR0010907956;CARMAT;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-25;Cession;Action;29.3753;482;14158;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=df50bfa1-5757-4cc9-a867-d4fc10226169&famille=BDIF&bdifId=078364DD7102_2017DD463870
FR0012333284;ABIVAX;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-25;Cession;Action;5.9361;3588;21298;0.04176220941176471;Euros;http://www.amf-france.org/technique/multimedia?docId=9a381d56-dce6-48ec-a321-16f764d2df0c&famille=BDIF&bdifId=968364DD7102_2017DD463869
FR0011191287;PHARNEXT;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-25;Cession;Action;8.9894;1272;11434;0.011667874285714286;Euros;http://www.amf-france.org/technique/multimedia?docId=16fb2865-05e3-4b84-89c9-0f054165aad5&famille=BDIF&bdifId=868364DD7102_2017DD463868
FR0010879056;DEINOVE;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-25;Cession;Action;2.0955;7799;16342;0.08601476052631579;Euros;http://www.amf-france.org/technique/multimedia?docId=312cce9b-26b3-4a9f-a7bd-50f742044341&famille=BDIF&bdifId=768364DD7102_2017DD463867
FR0000120859;IMERYS;Blue Crest Holding SA Société Anonyme personne morale liée à Ulysses Kyriacopoulos, Admnistrateur;2017-01-06;Swap sur rendement total (Total Return Equity Swap);Swap sur rendement total (Total Return Equity Swap);71.84;13980;1004323;0.016927746502612508;Euros;http://www.amf-france.org/technique/multimedia?docId=721a7b0f-e1cf-40ba-81c9-4c33aa7359eb&famille=BDIF&bdifId=528364DD7102_2017DD463825
FR0000120859;IMERYS;Blue Crest Holding SA Société Anonyme personne morale liée à Ulysses Kyriacopoulos, Administrateur;2017-01-19;Cession;Action;73.4566;20000;1469132;0.024762042811393898;Euros;http://www.amf-france.org/technique/multimedia?docId=1c76d27f-996d-4d01-b3ac-42f4e8253e36&famille=BDIF&bdifId=428364DD7102_2017DD463824
FR0010785790;PLANT ADVANCED TECHNOLOGIES;eric louis joseph gontier, membre du conseil d'administration, cofondateur;2017-01-26;Cession;Action;19.907692307692308;130;2588;0.015223529411764705;Euros;http://www.amf-france.org/technique/multimedia?docId=4f052ecf-fe45-4768-a8ca-85b40432766d&famille=BDIF&bdifId=557364DD7102_2017DD463755
FR0000073793;DEVOTEAM;gregoire cayatte, CFO;2017-01-20;Cession;Action;54.8072;137018;7509572;1.5325659040000001;Euros;http://www.amf-france.org/technique/multimedia?docId=f89cc18c-61e7-4f6d-adf8-964fbc27e4a1&famille=BDIF&bdifId=547364DD7102_2017DD463745
FR0000073793;DEVOTEAM;Régis Tatala, Executive VP;2016-10-19;Cession;Action;49.7;7500;372750;0.07607142857142857;Euros;http://www.amf-france.org/technique/multimedia?docId=6ed2f110-8ad3-4841-8be5-e27489fa974b&famille=BDIF&bdifId=020464DD7102_2017DD464020
FR0000073793;DEVOTEAM;LOUIS DE BENTZMANN personne liée à Godefroy DE BENTZMANN, Directeur Général;2017-01-25;Cession;Action;57.0;17674;1007418;0.20559551020408162;Euros;http://www.amf-france.org/technique/multimedia?docId=dc465a5a-87d4-40fb-a0ca-42d0756cee6f&famille=BDIF&bdifId=610464DD7102_2017DD464016
FR0000073793;DEVOTEAM;MAXIME DE BENTZMANN personne liée à Godefroy DE BENTZMANN, Directeur Général;2017-01-25;Cession;Action;57.0;17674;1007418;0.20559551020408162;Euros;http://www.amf-france.org/technique/multimedia?docId=d5c9211e-30d9-4293-8be6-ba1394cf03cd&famille=BDIF&bdifId=500464DD7102_2017DD464005
FR0000073793;DEVOTEAM;CONSTANTIN DE BENTZMANN personne liée à Godefroy DE BENTZMANN, Directeur Général;2017-01-25;Cession;Action;57.0;17674;1007418;0.20559551020408162;Euros;http://www.amf-france.org/technique/multimedia?docId=6002be05-c461-4def-8536-d420cdd88523&famille=BDIF&bdifId=300464DD7102_2017DD464003
FR0000073793;DEVOTEAM;ADELAIDE HEIDSIECK personne liée à Godefroy DE BENTZMANN, Directeur Général;2017-01-25;Cession;Action;57.0;17674;1007418;0.20559551020408162;Euros;http://www.amf-france.org/technique/multimedia?docId=2bb57136-5cc3-4948-b125-e6f4d74c3984&famille=BDIF&bdifId=200464DD7102_2017DD464002
FR0000073793;DEVOTEAM;gregoire cayatte, CFO;2017-01-20;Cession;Action;54.8072;2500;137018;0.027962857142857143;Euros;http://www.amf-france.org/technique/multimedia?docId=5a7bc89b-c82b-4b45-a73f-d807eee7c5c2&famille=BDIF&bdifId=199364DD7102_2017DD463991
FR0012127173;OSE IMMUNOTHERAPEUTICS;EMILE LORIA, non executive chairman;2017-01-27;Cession;Action;6.7959;2794;18987;0.020416929677419354;Euros;http://www.amf-france.org/technique/multimedia?docId=d1f2c95c-533b-44d3-ae31-fe9fb828ef73&famille=BDIF&bdifId=989364DD7102_2017DD463989
FR0012127173;OSE IMMUNOTHERAPEUTICS;EMILE LORIA, non executive chairman;2017-01-26;Cession;Action;6.9062;9497;65588;0.07052492623655915;Euros;http://www.amf-france.org/technique/multimedia?docId=5fdb430d-ff00-479a-bf9e-46114d5b03e6&famille=BDIF&bdifId=889364DD7102_2017DD463988
FR0012127173;OSE IMMUNOTHERAPEUTICS;EMILE LORIA, non executive chairman;2017-01-25;Cession;Action;6.9237;4704;32569;0.03502052129032258;Euros;http://www.amf-france.org/technique/multimedia?docId=29611e3a-da89-4a7a-989b-f0e24ab42da5&famille=BDIF&bdifId=789364DD7102_2017DD463987
FR0004045847;VOYAGEURS DU MONDE;FPCI Montefiore Investment III Fonds Professionnel de Capital Investissement personne morale liée à Eric Bismuth, Administrateur;2017-01-26;Cession;Action;78.95;2858;225639;0.08001386524822696;Euros;http://www.amf-france.org/technique/multimedia?docId=a54dbd86-c60f-41e0-89df-4643665ba3a0&famille=BDIF&bdifId=289364DD7102_2017DD463982
FR0004045847;VOYAGEURS DU MONDE;FPCI Montefiore Investment III Fonds Professionnel de Capital Investissement personne morale liée à Eric Bismuth, Administrateur;2017-01-25;Cession;Action;78.89;1000;78890;0.02797517730496454;Euros;http://www.amf-france.org/technique/multimedia?docId=1d38279b-0294-4fce-9ad5-b69cf72afdaf&famille=BDIF&bdifId=089364DD7102_2017DD463980
FR0004045847;VOYAGEURS DU MONDE;FPCI Montefiore Investment III Fonds Professionnel de Capital Investissement personne morale liée à Eric Bismuth, Administrateur;2017-01-27;Cession;Action;79.175;1000;79175;0.028076241134751774;Euros;http://www.amf-france.org/technique/multimedia?docId=092d57dd-9aca-42dd-95ae-c45d1d27fe2d&famille=BDIF&bdifId=979364DD7102_2017DD463979
FR0011051598;AMOEBA;Guy RIGAUD, Vice Président du Conseil de Surveillance;2017-01-23;Cession;Action;27.0;4650;125550;0.07517964071856287;Euros;http://www.amf-france.org/technique/multimedia?docId=5abd3383-bddf-492c-8bf3-bb46f9cbd02e&famille=BDIF&bdifId=879364DD7102_2017DD463978
FR0000073793;DEVOTEAM;TABAG , menbre du conseil de surveillance;2017-01-26;Cession;Action;57.0;12000;684000;0.13959183673469389;Euros;http://www.amf-france.org/technique/multimedia?docId=fd76f45e-d337-46e2-9f41-b0f8a2ae90a8&famille=BDIF&bdifId=679364DD7102_2017DD463976
FR0010879056;DEINOVE;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-26;Cession;Action;2.0043;33144;66430;0.3496343115789474;Euros;http://www.amf-france.org/technique/multimedia?docId=8a6a8dff-c0fc-4ac7-8463-1637622a290e&famille=BDIF&bdifId=579364DD7102_2017DD463975
FR0012333284;ABIVAX;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-26;Cession;Action;5.6763;2500;14190;0.027825;Euros;http://www.amf-france.org/technique/multimedia?docId=96fdbae7-7ab7-4155-a0e7-d31296ad2d67&famille=BDIF&bdifId=479364DD7102_2017DD463974
FR0011191287;PHARNEXT;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-26;Cession;Action;8.99;572;5142;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=410aa186-bbc6-4cb8-b426-1ef7ee97281f&famille=BDIF&bdifId=279364DD7102_2017DD463972
FR0010397232;NOVACYT;CUP92 SAS personne morale liée à jean-pierre crinelli, administrateur;2017-01-27;Cession;Action;1.0;200000;200000;1.1111111111111112;Euros;http://www.amf-france.org/technique/multimedia?docId=175fbac2-ae61-420c-b743-655838979bcf&famille=BDIF&bdifId=059364DD7102_2017DD463950
FR0010465534;EO2;"HITZA HITZ &#160;SAS personne morale liée à Grégoire &#160;Detraux , DAF";2017-01-19;Acquisition;Action;2.0;482868;965736;16.0956;Euros;http://www.amf-france.org/technique/multimedia?docId=53ad4147-6fbd-4d0a-93ab-3030c2b0cf78&famille=BDIF&bdifId=819364DD7102_2017DD463918
FR0010465534;EO2;HITZA HITZ SAS personne morale liée à guillaume poizat , PDG;2017-01-19;Acquisition;Action;2.0;482868;965736;16.0956;Euros;http://www.amf-france.org/technique/multimedia?docId=bf510d4a-a556-4e47-8ed3-3fa36862a539&famille=BDIF&bdifId=719364DD7102_2017DD463917
FR0011950641;PIXIUM VISION;Gilly Bernard, Chairman;2017-01-02;Cession;Action;6.3738;4950;31550;0.03801242168674699;Euros;http://www.amf-france.org/technique/multimedia?docId=3f21b84b-fab2-47e1-91d2-f5e3c35dd066&famille=BDIF&bdifId=019364DD7102_2017DD463910
FR0011950641;PIXIUM VISION;Gilly Bernard, Chairman;2017-01-03;Cession;Action;6.4411;1921;12373;0.014907654337349396;Euros;http://www.amf-france.org/technique/multimedia?docId=3f21b84b-fab2-47e1-91d2-f5e3c35dd066&famille=BDIF&bdifId=019364DD7102_2017DD463910
FR0011950641;PIXIUM VISION;Gilly Bernard, Chairman;2017-01-04;Cession;Action;6.4822;4722;30608;0.03687825108433735;Euros;http://www.amf-france.org/technique/multimedia?docId=3f21b84b-fab2-47e1-91d2-f5e3c35dd066&famille=BDIF&bdifId=019364DD7102_2017DD463910
FR0011950641;PIXIUM VISION;Gilly Bernard, Chairman;2017-01-05;Cession;Action;6.5304;3500;22856;0.027537831325301205;Euros;http://www.amf-france.org/technique/multimedia?docId=3f21b84b-fab2-47e1-91d2-f5e3c35dd066&famille=BDIF&bdifId=019364DD7102_2017DD463910
FR0011950641;PIXIUM VISION;Gilly Bernard, Chairman;2017-01-09;Cession;Action;6.5475;2700;17678;0.021299096385542168;Euros;http://www.amf-france.org/technique/multimedia?docId=3f21b84b-fab2-47e1-91d2-f5e3c35dd066&famille=BDIF&bdifId=019364DD7102_2017DD463910
FR0011950641;PIXIUM VISION;Gilly Bernard, Chairman;2017-01-10;Cession;Action;6.5984;4707;31058;0.037420082891566266;Euros;http://www.amf-france.org/technique/multimedia?docId=3f21b84b-fab2-47e1-91d2-f5e3c35dd066&famille=BDIF&bdifId=019364DD7102_2017DD463910
FR0011950641;PIXIUM VISION;Gilly Bernard, Chairman;2017-01-11;Cession;Action;6.6061;1500;9909;0.011938734939759036;Euros;http://www.amf-france.org/technique/multimedia?docId=3f21b84b-fab2-47e1-91d2-f5e3c35dd066&famille=BDIF&bdifId=019364DD7102_2017DD463910
FR0011950641;PIXIUM VISION;Gilly Bernard, Chairman;2017-01-06;Cession;Action;6.5646;1000;6564;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=3f21b84b-fab2-47e1-91d2-f5e3c35dd066&famille=BDIF&bdifId=019364DD7102_2017DD463910
FR0000063737;AUBAY;Vincent Gauthier, DGD;2017-01-27;Cession;Action;28.2271;3848;108617;0.030510640674157305;Euros;http://www.amf-france.org/technique/multimedia?docId=49809272-abdd-44c8-8d03-7d309f1dfbbd&famille=BDIF&bdifId=921464DD7102_2017DD464129
FR0010879056;DEINOVE;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-27;Cession;Action;1.9582;18000;35247;0.1855136842105263;Euros;http://www.amf-france.org/technique/multimedia?docId=9bd792e0-9902-4387-b8da-62e281cf6144&famille=BDIF&bdifId=821464DD7102_2017DD464128
FR0012333284;ABIVAX;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-27;Cession;Action;5.4971;15490;85150;0.16696093921568628;Euros;http://www.amf-france.org/technique/multimedia?docId=90bb0505-7b08-466a-8e53-4bbf3a58231a&famille=BDIF&bdifId=621464DD7102_2017DD464126
FR0011191287;PHARNEXT;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-27;Cession;Action;8.99;850;7641;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=d4a5ada8-e9aa-4841-a7ac-bd761ff9f856&famille=BDIF&bdifId=521464DD7102_2017DD464125
FR0010907956;CARMAT;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-27;Cession;Action;28.8911;1432;41372;0.023777043218390807;Euros;http://www.amf-france.org/technique/multimedia?docId=5d22bf43-46c8-4cbb-ba13-dd19edc6a036&famille=BDIF&bdifId=421464DD7102_2017DD464124
FR0012435121;ELIS;Louis GUYOT, Membre du Directoire;2017-01-24;Cession;CESSION DE DROITS PREFERENTIELS DE SOUSCRIPTION;1.089;7;7;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=e2aeab83-7b49-4c15-9afc-f217b49ebde0&famille=BDIF&bdifId=601464DD7102_2017DD464106
FR0012435121;ELIS;Louis GUYOT, Membre du Directoire;2017-01-26;Cession;Cession de droits préférentiels de souscription;1.105;7;7;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=fe9a5b60-9b82-485b-aace-9f40ea2863d0&famille=BDIF&bdifId=750464DD7102_2017DD464057
FR0012435121;ELIS;MATTHIEU LECHARNY, Membre du Directoire;2017-01-27;Cession;Cession de droits préférentiels de souscription;1.05;4367;4585;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=2d4fa00b-7ef4-4845-b6cf-55b7ebaaeb14&famille=BDIF&bdifId=250464DD7102_2017DD464052
FR0012435121;ELIS;MATTHIEU LECHARNY, Membre du Directoire;2017-01-25;Cession;Cession de droits préférentiels de souscription;1.21;19;22;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=053bd548-c261-4f56-a340-b3fa8493e211&famille=BDIF&bdifId=740464DD7102_2017DD464047
FR0000065971;GRAINES VOLTZ;SERGE VOLTZ, PDG;2017-01-27;Acquisition;Action;17.8;92780;1651484;6.351861538461539;Euros;http://www.amf-france.org/technique/multimedia?docId=728ea06e-0207-4a83-a4c5-a89e0560a8b9&famille=BDIF&bdifId=830464DD7102_2017DD464038
FR0000130403;CHRISTIAN DIOR SE;Bernard ARNAULT, Membre du Conseil d'Administration;2017-01-27;Exercice;Action;78.11;217633;16999313;0.046702694112475615;Euros;http://www.amf-france.org/technique/multimedia?docId=4dbfbaf2-b593-47d1-932b-84f0ec41116e&famille=BDIF&bdifId=730464DD7102_2017DD464037
FR0012127173;OSE IMMUNOTHERAPEUTICS;GUY CHATELAIN, Administrateur;2017-01-26;Cession;Action;6.925;2000;13850;0.01489247311827957;Euros;http://www.amf-france.org/technique/multimedia?docId=48290692-6447-41b2-9402-10e81ffd6e6d&famille=BDIF&bdifId=330464DD7102_2017DD464033
FR0011648716;CARBIOS;Jean-Claude Lumaret, Directeur Général;2017-01-30;Exercice;Action;2.25;5000;11250;0.041666666666666664;Euros;http://www.amf-france.org/technique/multimedia?docId=27c3be76-747f-475c-85ad-13c0273c3872&famille=BDIF&bdifId=030464DD7102_2017DD464030
